125.0000	0.00000	120.00000	0.0000959401
125.0000	0.50000	120.00000	0.0001056914
125.0000	1.00000	120.00000	0.0001176003
125.0000	1.50000	120.00000	0.0001297364
125.0000	2.00000	120.00000	0.0001418242
125.0000	2.50000	120.00000	0.0001545677
125.0000	3.00000	120.00000	0.0001678476
125.0000	3.50000	120.00000	0.0001813660
125.0000	4.00000	120.00000	0.0001947056
125.0000	4.50000	120.00000	0.0002075800
125.0000	5.00000	120.00000	0.0002205978
125.0000	5.50000	120.00000	0.0002312074
125.0000	6.00000	120.00000	0.0002395638
125.0000	6.50000	120.00000	0.0002473016
125.0000	7.00000	120.00000	0.0002526064
125.0000	7.50000	120.00000	0.0002563972
125.0000	8.00000	120.00000	0.0002578520
125.0000	8.50000	120.00000	0.0002560396
125.0000	9.00000	120.00000	0.0002514381
125.0000	9.50000	120.00000	0.0002444163
125.0000	10.00000	120.00000	0.0002348075
125.0000	10.50000	120.00000	0.0002232800
125.0000	11.00000	120.00000	0.0002089152
125.0000	11.50000	120.00000	0.0001942167
125.0000	12.00000	120.00000	0.0001790891
125.0000	12.50000	120.00000	0.0001651177
125.0000	13.00000	120.00000	0.0001510391
125.0000	13.50000	120.00000	0.0001372108
125.0000	14.00000	120.00000	0.0001238832
125.0000	14.50000	120.00000	0.0001111751
125.0000	15.00000	120.00000	0.0001007443
125.0000	15.50000	120.00000	0.0000937824
125.0000	16.00000	120.00000	0.0000897889
125.0000	16.50000	120.00000	0.0000871782
125.0000	17.00000	120.00000	0.0000857238
125.0000	17.50000	120.00000	0.0000851159
125.0000	18.00000	120.00000	0.0000865583
125.0000	18.50000	120.00000	0.0000888591
125.0000	19.00000	120.00000	0.0000896459
125.0000	19.50000	120.00000	0.0000887518
125.0000	20.00000	120.00000	0.0000865106
125.0000	20.50000	120.00000	0.0000842218
125.0000	21.00000	120.00000	0.0000818853
125.0000	21.50000	120.00000	0.0000798707
125.0000	22.00000	120.00000	0.0000780349
125.0000	22.50000	120.00000	0.0000771885
125.0000	23.00000	120.00000	0.0000780230
125.0000	23.50000	120.00000	0.0000820761
125.0000	24.00000	120.00000	0.0000905042
125.0000	24.50000	120.00000	0.0001030093
125.0000	25.00000	120.00000	0.0001191979
125.0000	25.50000	120.00000	0.0001403461
125.0000	26.00000	120.00000	0.0001665482
125.0000	26.50000	120.00000	0.0001961599
125.0000	27.00000	120.00000	0.0002282389
125.0000	27.50000	120.00000	0.0002635616
125.0000	28.00000	120.00000	0.0003015180
125.0000	28.50000	120.00000	0.0003425856
125.0000	29.00000	120.00000	0.0003800531
125.0000	29.50000	120.00000	0.0004106183
125.0000	30.00000	120.00000	0.0004342574
125.0000	30.50000	120.00000	0.0004516859
125.0000	31.00000	120.00000	0.0004625697
125.0000	31.50000	120.00000	0.0004642148
125.0000	32.00000	120.00000	0.0004547854
125.0000	32.50000	120.00000	0.0004385609
125.0000	33.00000	120.00000	0.0004149932
125.0000	33.50000	120.00000	0.0003849404
125.0000	34.00000	120.00000	0.0003494519
125.0000	34.50000	120.00000	0.0003073473
125.0000	35.00000	120.00000	0.0002643484
125.0000	35.50000	120.00000	0.0002241144
125.0000	36.00000	120.00000	0.0001881492
125.0000	36.50000	120.00000	0.0001576672
125.0000	37.00000	120.00000	0.0001319774
125.0000	37.50000	120.00000	0.0001105910
125.0000	38.00000	120.00000	0.0000941043
125.0000	38.50000	120.00000	0.0000825887
125.0000	39.00000	120.00000	0.0000771170
125.0000	39.50000	120.00000	0.0000768666
125.0000	40.00000	120.00000	0.0000806932
125.0000	40.50000	120.00000	0.0000854258
125.0000	41.00000	120.00000	0.0000881199
125.0000	41.50000	120.00000	0.0000890021
125.0000	42.00000	120.00000	0.0000881080
125.0000	42.50000	120.00000	0.0000871186
125.0000	43.00000	120.00000	0.0000859862
125.0000	43.50000	120.00000	0.0000830416
125.0000	44.00000	120.00000	0.0000785117
125.0000	44.50000	120.00000	0.0000708704
125.0000	45.00000	120.00000	0.0000650172
125.0000	45.50000	120.00000	0.0000608924
125.0000	46.00000	120.00000	0.0000584843
125.0000	46.50000	120.00000	0.0000582578
125.0000	47.00000	120.00000	0.0000608924
125.0000	47.50000	120.00000	0.0000670199
125.0000	48.00000	120.00000	0.0000769501
125.0000	48.50000	120.00000	0.0000885849
125.0000	49.00000	120.00000	0.0001022582
125.0000	49.50000	120.00000	0.0001172309
125.0000	50.00000	120.00000	0.0001341828
125.0000	50.50000	120.00000	0.0001533398
125.0000	51.00000	120.00000	0.0001739392
125.0000	51.50000	120.00000	0.0001940379
125.0000	52.00000	120.00000	0.0002120027
125.0000	52.50000	120.00000	0.0002270111
125.0000	53.00000	120.00000	0.0002404460
125.0000	53.50000	120.00000	0.0002522844
125.0000	54.00000	120.00000	0.0002623816
125.0000	54.50000	120.00000	0.0002695340
125.0000	55.00000	120.00000	0.0002745884
125.0000	55.50000	120.00000	0.0002754710
125.0000	56.00000	120.00000	0.0002717871
125.0000	56.50000	120.00000	0.0002668399
125.0000	57.00000	120.00000	0.0002598544
125.0000	57.50000	120.00000	0.0002476830
125.0000	58.00000	120.00000	0.0002331863
125.0000	58.50000	120.00000	0.0002181540
125.0000	59.00000	120.00000	0.0002025613
125.0000	59.50000	120.00000	0.0001878748
125.0000	60.00000	120.00000	0.0001716504
125.0000	60.50000	120.00000	0.0001539478
125.0000	61.00000	120.00000	0.0001355299
125.0000	61.50000	120.00000	0.0001182441
125.0000	62.00000	120.00000	0.0001047258
